index,prediction
37158,170.0 gram
37176,1700.0 watt
37177,
37182,
37184,
37190,60.0 kilogram
37191,60.0 kilogram
37194,30.0 gram
37198,
37199,
37208,
37209,110.0 volt
37211,20.0 gram
37215,
37229,2.0 millilitre
37242,417.0 gram
37245,0.0 gram
37251,
37254,
37255,2.5 ounce
37263,
37300,300.0 pound
37304,30.0 ounce
37315,209.0 gram
37316,
37317,
37322,30.0 pound
37342,
37343,
37346,264.0 pound
37352,480.0 gram
37365,
37366,
37370,48.0 ton
37376,80.0 gram
37377,
37383,800.0 pound
37387,2.3 kilogram
37388,0.0 gram
37398,184.0 gram
37399,50101.0 volt
37400,1.26 watt
37406,
37407,140.0 watt
37413,12.0 volt
37414,
37423,
37425,120
37432,750.0 gram
37457,33.0 pound
37465,
37469,71.0 pound
37470,
37471,
37478,0.0 gram
37480,12.0 ounce
37491,312.0 gram
37494,11.0 pound
37506,2.0 pound
37516,
37517,
37523,3101.4 kilogram
37524,3.0 kilogram
37527,16.0 pound
37537,1.2 pound
37565,0.0 gram
37566,150.0 pound
37578,
37582,
37585,
37601,
37604,24.0 volt
37609,24.0 gram
37616,
37624,
37628,20.0 volt
37629,
37644,50.0 kilogram
37649,
37653,399.0 gram
37658,
37661,1200.0 watt
37662,
37667,24.0 volt
37668,300.0 watt
37669,12.0 volt
37681,20.0 gram
37682,
37687,26.0 pound
37713,265.0 pound
37726,1.0 pound
37732,3.5 pound
37738,
37742,2.7 ounce
37743,1.5 gram
37754,1.7 pound
37761,6.0 gram
37766,0
37775,18.0 fluid ounce
37780,
37781,
37782,0.0 watt
37785,3.0 pound
37798,17230.0 volt
37799,1270.0 watt
37800,9.0 ounce
37803,120.0 pound
37804,120.0 pound
37811,15.0 kilogram
37833,0.0 gram
37834,2000.0 watt
37836,260.0 pound
37842,15.0 pound
37844,330.0 pound
37849,16.8 ounce
37851,
37852,
37853,1700.0 watt
37856,118.0 millilitre
37862,1200.0 watt
37863,
37869,115.0 volt
37870,
37873,375.0 pound
37874,300.0 kilogram
37882,550.0 pound
37904,
37914,
37932,
37933,
37946,14.5 ounce
37947,21.5 gram
37948,115.0 volt
37959,14.0 ounce
37965,
37969,60.0 gram
37975,18.0 volt
37978,24.0 volt
37979,1.20 watt
37984,200.0 gram
37987,
37988,
37989,8.0 gram
37990,
37999,
38003,1.8 gram
38012,
38013,65.0 watt
38039,2272
38048,60.0 pound
38055,
38056,20.0 volt
38057,13.6 gram
38063,
38080,
38094,100.0 gram
38118,
38122,
38128,21.0 volt
38134,36.0 ounce
38135,
38147,
38148,
38153,
38154,
38155,
38160,12.0 volt
38161,
38162,"[220.0, 240.0] volt"
38163,
38167,
38168,
38169,
38181,
38182,
38183,
38186,220.0 pound
38187,
38188,
38189,
38190,
38195,
38196,
38207,110.0 kilogram
38221,
38244,35.0 pound
38258,600.0 watt
38259,
38280,2.8 ounce
38283,
38291,2.0 pound
38305,
38309,
38310,110.0 volt
38320,
38331,15.0 gram
38339,
38340,519.0 watt
38341,
38347,3.02 volt
38354,
38375,
38376,250.0 gram
38383,
38388,0.0 gram
38396,
38397,
38401,250.0 millilitre
38414,
38428,
38430,220.0 pound
38435,
38438,
38481,
38482,
38483,
38484,
38488,
38492,6.0 gram
38498,
38499,
38517,0.0 pound
38523,110.0 volt
38524,300.0 watt
38539,2.0 pound
38541,220.0 pound
38546,
38547,150.0 kilogram
38548,
38549,750.0 watt
38555,300.0 watt
38556,
38558,
38560,231.0 pound
38568,
38580,
38581,85.0 volt
38594,132.0 pound
38599,220.0 pound
38625,30.0 millilitre
38626,100.0 kilogram
38630,1.0 pound
38646,
38648,12.0 ounce
38659,
38660,19000.0 volt
38661,4.0 pound
38665,12.0 gram
38690,331.0 pound
38695,55.0 pound
38696,53.0 gram
38703,4.80 watt
38704,24.0 volt
38716,5.0 gram
38734,
38735,
38738,
38739,13.0 watt
38751,350.0 pound
38752,1500.0 watt
38758,4.0 pound
38764,
38765,
38768,
38769,
38770,"[220.0, 240.0] volt"
38771,
38772,800.0 watt
38773,
38779,2.5 gram
38785,
38786,
38787,
38796,
38800,
38801,
38817,
38822,265
38835,
38836,
38837,66.0 pound
38863,3.0 gallon
38874,750.0 millilitre
38882,2.0 volt
38886,8.8 ounce
38890,330.0 pound
38897,20.0 gram
38911,
38920,
38921,
38929,330.0 pound
38930,220.0 pound
38946,
38949,3.4 pound
38953,5.0 volt
38954,0.7 gram
38958,1.3 pound
38964,
38978,3000.0 pound
38993,0.5 kilogram
38995,96.0 watt
38996,
39002,5762
39006,
39013,
39017,3.0 ounce
39021,3.70 volt
39034,132.0 pound
39038,20.0 pound
39061,1.8 pound
39072,60.0 gram
39083,
39088,41.50 volt
39089,
39090,24.8 gram
39099,8.0 ounce
39100,120.0 gram
39106,1.3 pound
39113,
39114,24.0 watt
39115,
39121,
39122,
39126,
39127,
39132,800.0 pound
39137,
39145,7100228300.0 gram
39152,12.0 volt
39156,36.0 volt
39164,8.0 ounce
39181,
39182,1500.0 watt
39195,2.0 pound
39199,
39207,10.0 kilogram
39208,450.0 pound
39216,
39217,1.0 ounce
39222,14.5 ounce
39234,
39239,6.0 gram
39240,
39241,44
39242,
39243,
39244,1.0 pound
39246,400.0 gram
39259,1.0 gallon
39268,150580
39270,220.0 pound
39271,165.0 pound
39274,"[220.0, 240.0] volt"
39275,150.0 watt
39307,
39313,
39314,
39315,
39323,13.0 gram
39329,40.0 watt
39330,110.0 volt
39342,300.0 pound
39350,400.0 pound
39351,
39366,350.0 pound
39385,450.0 pound
39392,2.0 centilitre
39397,
39404,1.20 volt
39405,0.0 gram
39406,12.0 volt
39407,
39416,1.0 gram
39436,50
39441,
39445,1400.0 watt
39456,320
39470,
39471,
39472,
39477,
39480,14619
39489,33
39498,
39499,
39500,
39501,5.0 pound
39525,200.0 gram
39541,265.0 pound
39545,48.4 gram
39562,5.0 watt
39563,
39564,
39573,2.0 kilogram
39577,
39586,
39587,115.0 volt
39588,700.0 watt
39589,
39598,25.3 ounce
39612,113.0 gram
39616,33.0 pound
39628,20.0 volt
39634,
39635,
39638,
39642,50.0 gram
39644,250.0 pound
39658,1.0 gram
39661,500.0 millilitre
39672,
39673,
39674,1.0 pound
39675,0.5 gram
39678,
39680,12.0 kilogram
39681,11.0 kilogram
39698,
39699,
39721,7.40 volt
39722,
39723,2.40 volt
39734,3.0 ounce
39753,22.0 ton
39759,13216
39760,150.0 gram
39797,1.0 pound
39805,15.0 gram
39818,
39820,16.0 ounce
39824,11.2 ounce
39825,
39833,0.0 gram
39837,
39841,
39842,
39853,473.0 millilitre
39859,100.0 gram
39861,220.0 pound
39865,5
39870,
39871,110.0 volt
39872,1.0 gram
39877,
39878,
39887,2.0 volt
39888,
39907,1180.0 kilogram
39921,33.8 fluid ounce
39939,2.3 kilogram
39940,1.80 watt
39941,12.0 volt
39945,
39955,42.0 gram
39958,1.0 gram
39963,
39966,473.0 millilitre
39971,750.0 millilitre
39974,18.0 volt
39976,3.5 ounce
39982,3.7 gram
39990,5.0 ounce
39991,4.0 watt
39992,110.0 volt
39993,2.0 volt
39997,
39998,
40003,
40004,
40008,
40011,13.5 kilogram
40027,
40038,120.0 volt
40039,40.0 watt
40040,
40059,10.5 ounce
40068,
40069,
40070,7.0 ounce
40078,509
40088,0.0 gram
40096,64.0 pound
40097,30.0 pound
40098,5.0 ounce
40099,500.0 gram
40103,900.0 pound
40110,"[220.0, 240.0] volt"
40111,
40112,
40118,
40122,
40127,250.0 gram
40144,1.5 pound
40148,250.0 pound
40157,1.0 ounce
40161,
40164,269.3 gram
40178,
40179,
40180,
40193,15.0 kilogram
40194,
40202,
40203,18.0 volt
40205,4.40 volt
40211,150.0 gram
40212,0.7 pound
40225,265.0 pound
40230,
40241,280.0 gram
40242,113.0 gram
40244,51.0 watt
40245,
40246,
40247,2.40 volt
40266,
40267,
40268,
40271,5.9 ounce
40285,
40286,
40298,
40299,38
40314,
40317,180.0 pound
40320,
40332,150.0 kilogram
40356,
40365,16.0 ounce
40368,
40371,
40372,
40377,1500.0 watt
40378,
40379,
40390,1700.0 watt
40391,
40398,1.1 pound
40401,
40410,0.0 pound
40415,1.0 pound
40424,1200.0 watt
40425,
40426,
40427,
40428,
40434,400.0 watt
40435,
40442,8.0 pound
40449,1.8 ounce
40455,
40462,20.0 pound
40465,
40468,251.0 volt
40469,5.40 watt
40470,
40477,2.7 pound
40480,20.0 volt
40481,
40485,374.0 gram
40488,4.1 pound
40495,355.0 millilitre
40498,14.5 kilogram
40506,
40507,
40508,
40524,660
40530,50.0 millilitre
40533,29.0 gram
40534,
40541,12.0 ounce
40542,7.0 pound
40566,21.0 volt
40576,
40583,2200.0 watt
40584,
40593,
40594,53.0 gram
40602,1200.0 watt
40618,
40633,
40634,
40640,
40657,
40658,
40660,15.0 pound
40673,
40674,7.0 ounce
40675,22.0 kilogram
40681,
40691,83.0 gram
40696,
40697,
40698,
40699,12.0 fluid ounce
40700,
40701,
40702,4.7 ounce
40708,1.4 kilogram
40709,1500.0 watt
40710,
40716,66.1 pound
40717,46.0 pound
40719,400.0 pound
40720,10.0 gram
40748,
40759,50.0 gram
40763,2.0 gram
40770,
40771,4.3 pound
40776,27.0 gram
40779,
40786,1000.0 watt
40787,
40789,
40790,15.0 millilitre
40821,3060.0 gram
40823,39
40824,3.0 ounce
40826,276
40833,12.0 pound
40835,
40836,28.75 watt
40837,120.0 volt
40840,600.0 watt
40841,
40849,0.0 gram
40855,
40857,220.0 pound
40870,24.0 gram
40877,
40883,24
40896,1800.0 watt
40897,
40912,
40922,0.0 gram
40936,
40937,79.8 kilogram
40946,
40947,
40956,5.0 volt
40962,110.0 volt
40963,500.0 watt
40969,
40974,30.0 gram
40997,1.5 pound
41022,220.0 pound
41023,
41026,65.0 gram
41029,80.0 gram
41033,7.7 pound
41036,
41039,1.0 pound
41041,88.0 gram
41044,1000.0 pound
41045,33.0 pound
41049,
41099,750.0 watt
41100,
41101,
41102,237.0 millilitre
41110,20.0 pound
41117,7.3 ounce
41118,4.0 gram
41124,4.2 ounce
41148,21.2 ounce
41153,
41154,
41156,
41157,1350.0 watt
41160,40.0 pound
41161,12.0 kilogram
41177,100.0 kilogram
41179,
41180,12.0 volt
41181,1.30 watt
41186,18.0 volt
41187,350.0 gram
41188,
41194,100.0 kilogram
41207,220.0 pound
41208,130.0 watt
41209,
41211,14.4 ounce
41224,176.0 gram
41227,0.2 ounce
41228,21.0 pound
41229,5.0 ton
41250,220.0 pound
41253,
41268,
41270,24.0 pound
41277,
41278,120.0 volt
41284,113.4 gram
41295,
41296,24.0 volt
41297,5.0 watt
41309,227.0 gram
41322,
41333,56.0 volt
41334,2.40 watt
41335,132.0 pound
41338,4.20 volt
41339,
41340,120.0 volt
41341,36.0 pound
41350,20.0 volt
41351,
41355,
41356,
41357,
41358,
41361,1.35 volt
41363,
41364,
41366,139.0 gram
41373,225.0 pound
41375,48.2 ton
41376,330.0 millilitre
41377,
41398,283.0 gram
41410,5.0 kilogram
41411,2.3 pound
41422,250.0 kilogram
41423,
41425,340.0 gram
41427,176.0 pound
41432,160.0 fluid ounce
41433,7032.0 pound
41434,
41435,
41436,
41439,0.0 gram
41440,355.0 millilitre
41446,0.0 gram
41454,
41464,22.0 pound
41466,
41474,330.0 millilitre
41477,16.0 ounce
41484,12.0 volt
41491,120
41492,220
41499,113.0 gram
41520,
41521,
41522,11.0 watt
41548,
41549,1800.0 watt
41553,5.0 pound
41557,4.0 pound
41559,3.70 volt
41562,8.1 ounce
41565,
41568,
41569,
41576,330.0 pound
41578,
41579,20.0 volt
41580,
41585,
41586,14.0 millilitre
41604,30.0 pound
41612,240.0 watt
41613,
41618,
41619,1800.0 watt
41620,
41621,
41624,
41627,
41639,8.0 fluid ounce
41643,
41644,18000.0 watt
41645,4.0 gram
41648,1000.0 watt
41649,
41653,360
41658,15.0 ounce
41663,7.4 gram
41684,
41685,22.0 watt
41686,
41695,198.0 gram
41700,
41701,44.0 watt
41702,30.0 volt
41725,14.0 ounce
41731,4.0 pound
41734,16.0 pound
41735,1500.0 watt
41736,
41737,
41752,99.0 pound
41753,35.0 watt
41756,210.0 gram
41761,
41767,
41768,
41769,
41789,4.0 ounce
41791,
41792,14.0 millilitre
41800,12.0 volt
41801,
41805,14.0 pound
41814,88
41824,
41826,1.6 ounce
41840,
41843,
41847,12.0 volt
41862,
41879,90.0 millilitre
41890,8.2 pound
41898,0.0 gram
41901,
41906,
41908,24
41914,250.0 pound
41929,16.9 fluid ounce
41930,2.40 watt
41931,3.0 pound
41932,4.50 volt
41936,
41945,7.8 ounce
41946,
41947,
41952,
41958,500
41984,
41996,0.2 pound
42008,300.0 pound
42010,
42035,0.0 gram
42043,2.90 watt
42044,12.0 volt
42056,40.0 pound
42057,700.0 watt
42062,
42071,236.0 millilitre
42088,1.6 ounce
42096,
42097,12.76 watt
42098,
42099,
42115,2.0 gram
42117,
42118,21.0 volt
42123,12.0 kilogram
42126,
42129,6.8 ounce
42135,
42136,
42137,3.8 kilogram
42144,1900.0 gram
42153,2.2 pound
42154,3.0 millilitre
42182,265.0 pound
42188,
42206,4.7 ounce
42208,21.0 volt
42210,3.0 gram
42211,330.0 pound
42214,25.0 volt
42215,11.0 watt
42221,150.0 kilogram
42231,18.0 volt
42246,750.0 watt
42247,
42249,150
42259,
42260,411.0 gram
42262,
42287,
42288,
42289,120.0 watt
42292,443.0 millilitre
42294,
42295,1500.0 watt
42308,112.0 gram
42311,1.0 gram
42316,9.5 ounce
42333,6.0 gram
42334,
42335,
42340,
42341,370.0 watt
42366,
42367,115.0 volt
42368,0.0 ounce
42370,1104.0 pound
42371,500.0 watt
42372,37.0 watt
42373,
42374,
42387,340.0 millilitre
42388,3.0 ton
42400,450.0 pound
42406,0.0 pound
42410,
42414,9.8 kilogram
42420,
42426,0.4 pound
42428,24.0 watt
42429,74.0 pound
42435,71.0 pound
42436,
42437,
42438,
42439,
42442,
42443,12.0 volt
42444,
42459,12.0 volt
42460,0.90 watt
42462,
42480,100.0 volt
42481,800.0 watt
42482,2.7 kilogram
42491,750.0 watt
42492,
42523,
42524,1000.0 millilitre
42539,
42544,
42545,
42546,
42547,9.0 ounce
42552,
42553,460.0 watt
42554,50201.0 volt
42555,1.44 watt
42577,
42580,
42586,80.0 pound
42587,"[220.0, 240.0] volt"
42588,16.3 kilogram
42591,2.1 ounce
42592,220.0 pound
42596,
42602,1.0 pound
42606,
42607,12.0 kilogram
42623,
42626,125.0 pound
42627,10.0 pound
42629,355.0 millilitre
42639,
42646,12.0 volt
42647,
42648,8.0 gram
42649,5.0 watt
42650,
42654,
42657,
42658,
42661,260.0 gram
42666,
42667,
42668,
42675,0.0 gram
42682,
42683,"[220.0, 240.0] volt"
42684,
42706,32.0 gram
42708,
42709,
42722,
42723,
42728,330.0 pound
42737,400.0 pound
42740,44.0 pound
42750,
42751,
42754,21.0 pound
42758,
42759,115.0 volt
42760,1.1 pound
42769,
42770,
42781,
42782,
42786,
42809,7.5 ounce
42826,
42828,2
42829,
42840,200.0 gram
42843,
42844,
42846,
42847,
42854,700.0 watt
42860,4.20 volt
42871,3.60 watt
42872,12.0 volt
42873,
42875,59.0 millilitre
42879,350.0 pound
42880,
42891,
42892,
42901,300.0 pound
42913,
42914,
42930,400.0 pound
42940,1.0 pound
42962,
42973,0.8 kilogram
42994,10.0 gram
43000,
43002,
43011,10.4 kilogram
43014,3
43025,6.0 ounce
43026,
43029,
43030,1700.0 watt
43031,
43034,6.0 gram
43048,
43049,
43064,250.0 pound
43076,8.0 ounce
43077,
43097,
43100,
43109,4.35 volt
43121,340.2 gram
43127,1700.0 watt
43142,
43148,
43149,1
43150,35.0 pound
43154,4.6 ounce
43155,
43156,
43159,1.0 pound
43185,1.0 gram
43190,
43202,2.0 gram
43205,
43213,
43230,60.0 pound
43235,7.40 volt
43239,20.0 volt
43244,
43245,300.0 pound
43247,10.0 gram
43249,0.8 ounce
43266,
43267,
43268,
43277,55.0 pound
43279,8.0 pound
43280,
43291,4.3 kilogram
43308,84.0 fluid ounce
43317,
43329,49.0 pound
43331,
43335,
43336,
43337,1
43349,5.0 volt
43352,
43366,
43367,750.0 watt
43377,6.8 ounce
43379,12.0 volt
43380,
43381,
43386,
43387,20.0 watt
43391,
43404,1.0 ounce
43408,1.0 ounce
43429,978.0 millilitre
43430,1.50 volt
43434,78.7 pound
43442,
43444,220.0 pound
43449,330.0 millilitre
43451,
43459,2396.0 gram
43460,
43461,120.0 watt
43467,
43468,
43469,
43480,0.0 gram
43481,136.0 kilogram
43496,1.0 gram
43502,"[220.0, 240.0] volt"
43503,90.0 watt
43507,325.0 millilitre
43510,
43513,
43514,33.0 watt
43515,
43518,
43534,1.0 pound
43535,10.0 pound
43554,4.0 ounce
43555,
43556,1570.0 watt
43560,20.2 gram
43579,36.0 watt
43580,
43581,
43584,500.0 gram
43593,30.0 pound
43595,
43596,12.0 volt
43597,
43604,
43606,
43608,
43609,"[220.0, 240.0] volt"
43610,
43614,500.0 gram
43631,4.0 pound
43637,120.0 volt
43642,382.0 gram
43644,4.4 ounce
43661,100
43662,9.36 watt
43663,24.0 volt
43685,2200.0 watt
43686,
43691,750.0 gram
43692,
43693,
43705,
43706,
43707,
43726,
43730,900.0 gram
43760,
43765,
43766,
43767,12
43768,15.0 ounce
43774,360.0 gram
43781,
43782,
43789,30.0 pound
43790,
43800,
43802,0.9 kilogram
43803,
43804,
43805,64.0 gram
43824,5.0 volt
43825,
43828,400.0 watt
43829,
43840,3
43845,
43851,
43852,
43853,32.0 fluid ounce
43863,62.0 pound
43878,220.5 pound
43884,5.0 pound
43885,
43891,130.0 gram
43896,340.0 gram
43903,
43910,8.0 gram
43918,30.0 millilitre
43953,
43954,20.0 volt
43958,
43959,1.0 pound
43960,
43963,946.0 millilitre
43968,
43969,
43970,120.0 watt
43975,198.0 gram
43983,
43985,
43991,
43992,
44002,400.0 pound
44003,
44014,355.0 millilitre
44027,
44034,1150.0 watt
44035,"[220.0, 240.0] volt"
44043,100.0 millilitre
44048,25.0 watt
44049,
44055,2.0 ounce
44067,110.0 volt
44068,800.0 watt
44069,
44070,
44076,
44079,
44080,120.0 volt
44081,
44084,27.0 gram
44088,
44090,220.0 pound
44106,5.4 pound
44107,399.2 kilogram
44108,300.0 pound
44123,
44124,
44125,
44137,
44138,8.2 gram
44142,
44152,20.0 watt
44153,
44155,250.0 watt
44156,
44157,
44163,28
44175,3.6 pound
44183,
44185,44.0 kilogram
44199,135.0 gram
44207,600
44218,227.0 gram
44223,10.8 kilogram
44236,0.0 gram
44238,120.0 pound
44245,12.0 fluid ounce
44250,100.0 gram
44258,
44260,5.0 volt
44261,0.90 watt
44264,
44265,2.0 gram
44266,
44275,250.0 pound
44283,4.0 ounce
44284,55.0 pound
44291,500.0 gram
44313,
44314,48.0 watt
44326,1.0 watt
44327,
44334,7.0 ounce
44348,
44353,
44358,300.0 pound
44362,8.0 pound
44367,148.0 gram
44369,4.0 ounce
44370,8.0 ounce
44382,400.0 pound
44397,1000.0 pound
44398,60.0 kilogram
44402,
44403,
44404,7.0 gram
44411,2.7 pound
44413,60
44436,1600.0 watt
44437,"[220.0, 240.0] volt"
44438,
44439,1.0 watt
44440,250.0 pound
44443,
44444,
44445,6.7 ounce
44456,1.7 pound
44458,10.0 kilogram
44462,12.0 watt
44463,12.0 volt
44470,10.3 kilogram
44474,279.0 gram
44480,
44483,
44492,50.0 gram
44493,
44495,14.0 gram
44498,8.0 gram
44501,330.0 pound
44508,8.2 kilogram
44511,1.0 ounce
44512,1.0 pound
44539,
44547,380.0 watt
44548,
44551,187.0 pound
44559,1.1 kilogram
44566,500.0 pound
44567,21.0 volt
44575,350.0 pound
44581,30.0 millilitre
44584,900.0 watt
44585,
44588,
44594,
44601,
44602,750.0 watt
44606,
44607,75.0 gram
44615,
44618,
44619,400.0 gram
44626,
44627,
44628,
44629,20.0 watt
44630,4.4 pound
44640,8.8 pound
44641,8.8 pound
44642,
44643,1050.0 watt
44649,35.0 gram
44656,400.0 pound
44657,500.0 millilitre
44658,15.0 gram
44659,17.0 gram
44661,330.0 millilitre
44662,
44690,
44692,9.0 pound
44693,220.0 pound
44700,21.0 volt
44709,
44710,
44711,100.0 pound
44712,3100.0 watt
44716,
44725,
44731,4.0 gram
44732,
44735,120.0 volt
44736,
44750,
44751,22.0 gram
44753,
44754,
44757,
44758,
44764,198.0 gram
44776,60.0 pound
44781,
44792,
44793,
44796,
44800,
44801,
44802,51.0 pound
44820,
44824,0.7 kilogram
44842,5.0 volt
44843,
44844,
44846,24.0 pound
44847,850.0 gram
44851,5.0 volt
44854,23.0 pound
44858,414.0 millilitre
44859,500.0 watt
44860,
44862,330.0 pound
44873,
44874,1220.0 watt
44876,
44881,
44882,6061.0 ton
44889,100.0 kilogram
44904,15.0 pound
44912,
44928,
44929,24.0 volt
44932,
44934,1.5 pound
44940,
44941,4.0 pound
44946,8
44950,
44951,
44958,220.0 pound
44959,
44960,5.0 volt
44961,
44964,2.25 watt
44965,38.0 volt
44973,
44975,
44989,400.0 pound
44993,
44994,
44995,12.0 ounce
44996,20.0 pound
45006,16.0 ounce
45007,24.0 gram
45008,
45019,399.2 kilogram
45026,
45035,220.0 pound
45037,
45038,70.0 watt
45039,227.0 gram
45048,27.0 ounce
45081,
45082,154.0 pound
45091,2.0 gram
45094,14.90 volt
45100,399.2 kilogram
45101,28.0 pound
45102,488
45104,
45105,
45114,70
45118,
45119,1800.0 watt
45139,454.0 gram
45140,
45141,
45155,
45156,
45164,
45173,
45180,
45181,115.0 watt
45184,
45190,5.7 pound
45191,120.0 volt
45192,1200.0 watt
45208,
45209,
45211,
45215,260.0 pound
45216,440.0 pound
45225,31.0 gram
45249,
45258,4.0 gram
45259,5.0 volt
45279,
45281,
45297,
45298,300.0 pound
45308,14.3 gram
45309,1.0 pound
45317,1.2 pound
45318,4.6 ounce
45319,2.5 ounce
45320,
45328,
45335,
45336,
45337,
45362,16.0 pound
45366,
45367,
45382,2.0 pound
45401,110.0 volt
45410,
45414,1.0 pound
45417,6.8 ounce
45420,330.0 pound
45424,5.0 ounce
45425,
45428,248.0 millilitre
45432,
45435,
45436,120.0 volt
45437,44.0 watt
45438,55.0 pound
45441,13.1 ounce
45451,
45452,"[220.0, 240.0] volt"
45453,
45454,
45461,
45462,1200.0 watt
45463,
45470,15.0 ounce
45475,
45476,
45488,110.0 pound
45496,20.0 volt
45500,454.0 gram
45510,450.0 pound
45517,
45533,
45534,
45549,1.0 pound
45553,97.0 gram
45556,16.0 watt
45557,
45560,16.0 gram
45561,1.10 watt
45562,"[220.0, 240.0] volt"
45563,
45566,
45571,12.0 ounce
45583,
45584,
45601,6.0 pound
45604,
45605,
45606,"[220.0, 240.0] volt"
45613,
45614,1400.0 watt
45619,220.0 pound
45641,7.0 ounce
45645,283.0 gram
45648,
45653,
45654,61.0 pound
45660,
45665,
45666,
45669,21.0 watt
45670,
45671,
45679,120.0 millilitre
45680,
45681,
45685,
45686,
45688,
45689,
45691,250.0 pound
45692,12.7 ounce
45697,110.0 pound
45717,1.8 ounce
45718,
45719,
45720,4
45736,
45737,
45738,
45739,
45740,6
45771,4.2 ounce
45781,200.0 gram
45784,8.0 ounce
45792,
45793,
45794,
45800,
45801,
45811,
45814,300.0 pound
45815,113.3 gram
45817,45.0 pound
45821,40.0 watt
45822,
45823,
45826,264.0 pound
45840,1.5 gram
45841,0.42 watt
45842,2.50 volt
45850,
45851,
45862,
45863,
45864,
45868,8.0 watt
45869,
45870,
45871,12.8 kilogram
45876,237.0 millilitre
45879,
45880,12.0 volt
45901,84.0 pound
45906,
45907,10.0 gram
45918,
45919,
45924,250.0 watt
45925,
45926,690.0 gram
45933,
45934,
45952,
45959,4.6 ounce
45961,175.0 pound
45964,
45965,36.0 watt
45966,
45967,18.0 volt
45968,
45977,5.0 gram
45986,330.0 pound
45991,
45993,5.0 ounce
45996,11.0 ounce
46013,
46020,0.0 pound
46021,
46022,9.0 kilogram
46026,
46028,18.0 millilitre
46033,
46043,2.0 pound
46046,
46047,
46048,
46049,460.0 gram
46050,
46052,
46057,15.0 pound
46064,
46065,
46076,700.0 watt
46077,
46078,
46084,250.0 millilitre
46095,
46096,29.0 watt
46097,
46098,24.0 volt
46114,1300.0 watt
46122,28
46127,72.0 volt
46130,660.0 pound
46139,330.0 pound
46149,
46151,
46152,
46153,
46158,
46160,
46171,265.0 pound
46174,3.0 kilogram
46194,330.0 pound
46195,8.0 ounce
46200,128.0 gram
46201,
46208,22.0 pound
46212,12.0 volt
46216,3.2 gram
46217,500.0 watt
46218,
46219,
46221,220.0 pound
46224,
46227,215.0 millilitre
46231,
46243,
46247,
46248,
46250,
46251,20.0 gram
46263,35.0 kilogram
46273,
46283,80.0 pound
46284,1200.0 watt
46287,60.0 gram
46297,
46306,4018
46317,
46318,
46328,
46329,
46335,
46336,770.0 gram
46339,256.0 gram
46341,17.6 ounce
46343,100
46344,
46345,38.0 pound
46346,265.0 pound
46354,
46359,
46362,59.0 millilitre
46363,
46370,20.0 pound
46373,
46380,12.0 volt
46381,1.20 watt
46390,1.1 pound
46400,4.7 gram
46408,8.0 ounce
46421,133.0 gram
46431,6.0 gram
46432,1.5 gram
46446,220.0 pound
46448,
46452,
46453,
46454,
46455,
46457,
46458,0.5 gram
46460,3.0 pound
46461,
46465,
46466,
46467,37.0 watt
46471,
46483,220.0 gram
46484,100.0 gram
46488,
46489,
46490,
46493,3.70 volt
46519,
46520,170.0 gram
46540,1600.0 watt
46551,
46552,1.5 pound
46554,
46562,
46590,
46598,
46600,
46601,
46611,
46612,1700.0 watt
46623,
46630,
46632,750.0 millilitre
46633,
46644,1500.0 watt
46645,
46646,
46658,
46659,0.7 gram
46685,500.0 watt
46686,
46689,
46699,25.0 kilogram
46704,
46706,2.0 ounce
46708,
46714,4.0 gram
46715,7.0 pound
46718,1800.0 watt
46719,272.0 gram
46721,32.0 gram
46736,
46737,946.0 millilitre
46740,1360.0 watt
46741,220.0 volt
46742,100.0 gram
46752,21.2 ounce
46753,50.0 watt
46756,
46757,
46758,
46770,14.6 gram
46771,
46775,312.0 gram
46778,2.1 ounce
46783,1.0 pound
46784,5.0 watt
46785,120.0 volt
46786,
46789,110.0 volt
46796,
46807,
46810,220.0 pound
46814,12.0 volt
46815,4.30 watt
46816,150.0 kilogram
46817,150.0 kilogram
46818,30.0 gram
46830,6.7 ounce
46835,173727.0 gram
46836,35.0 pound
46837,0.5 pound
46840,8.1 ounce
46843,330.0 pound
46852,
46853,3000.0 watt
46866,
46879,
46881,0.9 pound
46891,6.3 ounce
46894,450.0 pound
46895,
46903,303.0 gram
46918,
46929,12.0 volt
46930,
46933,177.0 millilitre
46940,150.0 pound
46941,6.0 pound
46946,
46954,
46956,113.0 gram
46959,1.0 kilogram
46960,2.2 pound
46964,55.0 pound
46983,
46995,1700.0 watt
46996,
47006,220.0 pound
47007,
47011,120.0 watt
47012,1.0 pound
47013,
47014,
47015,
47016,
47029,
47035,330.0 pound
47038,
47042,1.0 pound
47056,12.5 kilogram
47063,28.0 gram
47064,
47065,
47071,
47072,
47076,8.2 ounce
47079,1.4 kilogram
47088,440.0 pound
47090,
47094,
47095,
47096,24.0 volt
47107,60.0 gram
47108,11.0 ounce
47110,
47111,
47134,5.3 ounce
47147,
47148,165.0 watt
47149,16523002.0 volt
47150,28.3 gram
47154,57.5 kilogram
47155,50.0 kilogram
47166,10.0 ounce
47172,9.5 kilogram
47191,
47192,
47193,
47196,
47199,17.3 ounce
47203,0.0 gram
47224,0.8 kilogram
47225,215115.0 watt
47226,10.0 watt
47227,
47239,
47240,250.0 millilitre
47243,176.0 pound
47246,59.0 gram
47247,1500.0 watt
47248,
47257,0.7 ounce
