index,prediction
115845,5.6 gram
115846,1.1 kilogram
115847,276.0 gram
115849,
115850,1291.0 gram
115852,
115854,265.0 pound
121275,
121271,208.0 gram
115856,18.0 gram
115859,
115860,
121270,
121269,3000.0 gram
115796,165.0 gram
115894,
115795,
115793,100.0 gram
115711,
115712,32.0 gram
115714,
115715,
115718,
115719,
115721,3.5 pound
121311,
115723,6289.0 gram
115727,11.0 pound
115728,
115729,
115730,
121310,180.0 pound
115734,
115735,228.0 gram
115725,1500.0 pound
115736,4.0 gram
115709,90.0 pound
115706,14.0 pound
115685,36.0 gram
115688,
115689,
115691,300.0 kilogram
121320,
115694,201.0 gram
115695,3.0 pound
121312,182115.0 ton
115696,360.0 gram
115699,
115700,
121318,
121314,
115701,
115702,6.4 pound
115704,
115698,
115738,
115739,
115741,
115777,
115778,
115779,800.0 pound
115781,5000.0 gram
115782,10.2 ounce
121305,300.0 gram
115783,13.4 ounce
115776,
115785,
115788,
115789,32.0 gram
115790,193.0 gram
115791,
121302,
121300,12.0 pound
115792,
115786,
115775,128.0 gram
115770,0.4 pound
115768,2.8 kilogram
121308,39.6 pound
121307,13.1 pound
115742,9.0 pound
115744,550.0 pound
115745,15.0 pound
115746,100.0 gram
115748,
115749,2.0 ton
115752,3.0 gram
115757,2.7 ton
115759,
115760,360.0 gram
115761,
115764,550.0 pound
121306,370.0 gram
115765,
115767,
115794,
121521,
121264,16.0 gram
121263,38.0 gram
116052,
116053,
116054,50.0 pound
116056,
116057,
116058,1.0 ton
116060,5.9 kilogram
116051,
116061,
116066,256.0 gram
116067,8810.0 pound
116069,3.3 gram
116070,
116072,
116073,750.0 gram
121221,113.4 gram
116063,660.0 pound
116075,
116050,
116046,
116016,5.0 gram
121234,4.0 gram
116021,
116022,64.0 gram
116023,11.0 pound
121232,50.0 pound
116028,
121224,
121230,
116034,660.0 pound
116036,
116037,
116040,
121225,8.0 ounce
116042,350.0 pound
116045,
121226,240.0 gram
116076,
116077,
116078,0.6 pound
116107,
116108,
121214,
116111,9.0 gram
121212,
121211,
121210,9.0 ton
116105,680.0 gram
116120,128.0 gram
121208,
116123,
116125,
116126,16.0 gram
121205,32.0 ounce
116128,600.0 pound
116129,
116121,
121215,12.2 pound
116103,
116102,64.0 gram
116079,256.0 gram
121220,
116082,
121217,130.0 gram
116083,1070.0 gram
116084,1.0 gram
116085,
116086,10.0 ton
116087,454.0 gram
116090,300.0 pound
116091,301.0 gram
116092,
116095,
116096,
116098,1.0 gram
116099,192.0 gram
116101,
116015,7.0 kilogram
115896,62.0 gram
116014,77019.0 ton
116011,
115928,16.9 ounce
115929,
115931,
115932,454.0 gram
115934,330.0 pound
115937,
115938,
115926,86.9 pound
115939,
115944,
121256,3.1 pound
121255,56.0 gram
115947,8.0 gram
115949,
115950,
115952,
115941,3.0 kilogram
121252,12.0 ton
115925,0.7 pound
115922,77.0 pound
115897,
115898,
115899,
121261,4.0 gram
115901,
115902,6.0 pound
115904,
115923,
115905,
115909,3.0 ton
115910,
115916,256.0 gram
121260,
115917,
115918,
115920,
115906,
121250,
115954,16.0 gram
115955,
121236,
115982,
115983,
115984,66.0 gram
115986,
115988,
115990,64.0 gram
115981,23009.0 ton
115992,
115994,500.0 gram
115995,99.0 pound
115996,
121235,17.0 pound
116001,60.0 gram
116004,
116009,220.0 pound
115993,
115979,
115978,304.0 gram
115977,255.0 gram
115956,32.0 gram
115957,64.0 gram
115958,
115959,
121246,250.0 pound
115962,25.0 gram
115963,750.0 gram
115964,255.0 gram
115965,320.0 pound
121242,
115967,2.0 ton
115969,227.0 gram
121240,330.0 pound
115971,8.5 pound
115972,25.0 pound
115974,8.0 pound
115975,
116012,
121522,
114771,
114768,0.7 pound
113569,219.0 gram
121835,
113571,
113574,3.8 pound
113577,
121832,
113578,
121836,64.0 gram
113580,30.0 pound
113583,4.0 kilogram
113585,16.9 kilogram
113586,33.0 gram
113587,
113589,352.7 ounce
113592,300.0 kilogram
113594,330.0 pound
113581,80.0 pound
121831,1.8 pound
113566,2.3 pound
113563,
113540,20.0 gram
121841,4.0 gram
113542,250.0 gram
113546,
121840,512.0 gram
113547,
113549,2.3 kilogram
113564,
113551,88.0 pound
121839,
113554,
113559,5.0 pound
121837,8.0 gram
113560,35.0 ounce
113561,64.0 gram
113562,
113553,150.0 kilogram
121843,
113597,
113599,
113632,
113635,19.0 pound
121820,
113636,5.0 gram
113639,
113642,300.0 kilogram
113643,65.0 gram
113630,330.0 pound
113644,
113648,
113650,100.0 gram
113652,
113658,241.0 gram
113660,
113662,219.0 gram
121817,
113646,
113598,3.7 pound
113626,907.0 gram
113625,1.0 ton
113600,201.0 gram
113601,
113602,105.0 gram
121830,0.9 kilogram
113606,20.0 kilogram
113608,36.5 gram
113609,
121824,250.0 kilogram
113610,
113613,
113614,510.0 gram
113615,110.0 gram
113616,
113618,3000.0 ton
113621,480.0 gram
113624,
113611,13.0 pound
113538,28.0 pound
113536,
113535,5.0 pound
113446,200.0 gram
113448,160.0 gram
121863,123.0 gram
113449,
113450,2.0 ton
113451,
113456,
121864,203.0 gram
113458,158.0 gram
113459,
113460,
113464,
121859,3.6 pound
113467,
113468,45.2 pound
113470,
121860,800.0 pound
121858,155.0 gram
121866,
113443,
113415,
113416,6.0 ton
121868,8.0 ton
113420,17.6 ounce
113423,
113424,
113429,
113444,
113430,230.0 gram
113435,
121867,205.0 gram
113437,40.0 kilogram
113438,
113439,397.0 gram
113440,
113441,20.0 pound
113432,5.0 gram
113471,
113472,32.0 ounce
113473,
113509,25.0 pound
113510,
113514,
113519,
113520,
113521,
113523,
121849,
113525,0.4 pound
113529,
113530,13.0 gram
113533,20.0 pound
113534,
121846,
121845,101.0 pound
121844,
113527,
121850,
113507,20.0 pound
113505,
113475,
113476,5.0 gram
113478,4.4 pound
113480,10.0 pound
113481,498.0 gram
113483,
113488,
113490,135.0 gram
113491,20.6 gram
113493,
121857,
113495,
121855,
113498,
121853,265.0 pound
113502,
113504,1.0 ounce
113663,
121814,33.0 pound
113664,
113666,514.0 gram
113800,750.0 gram
113802,111.0 gram
113803,
113804,
113805,4.1 pound
113807,40.0 gram
113810,
113798,176.0 gram
121778,
121777,2.1 ounce
121772,220.0 pound
113812,
121771,
121770,340.0 gram
113813,220.0 pound
113817,
113811,2.0 gram
113819,
121782,500.0 pound
113796,65.0 kilogram
113772,21.0 gram
113773,80.0 ton
113774,280.0 gram
113777,
113778,1.0 gram
121784,99.0 ton
113781,
121783,20.0 pound
113782,3.0 ton
113785,150.0 kilogram
113786,128.0 gram
113787,
113788,
113790,0.0 pound
113793,
113794,88.0 gram
113783,
113822,
113825,270.0 gram
113826,
113852,3.0 ton
113853,623.0 ton
113860,64.0 gram
113861,512.0 gram
113862,2.0 gram
121761,
121760,407.0 gram
113851,
113863,
121759,
113868,128.0 gram
113870,1100.0 pound
113871,8.0 ounce
113872,1500.0 gram
113873,240.0 gram
113875,150.0 kilogram
113865,58.7 gram
113850,128.0 gram
113849,
121763,5.0 pound
113827,
113829,3.2 pound
113831,154.0 gram
113832,4.4 kilogram
113833,19.8 ounce
121768,
113834,4.0 ton
113837,
113838,
113839,33.0 gram
121767,
113840,295.0 gram
113842,250.0 gram
121766,
113843,
113846,171.0 gram
113848,
113771,9.0 pound
113414,248.0 gram
113770,250.0 pound
113767,128.0 gram
113694,18.0 gram
121810,1.4 pound
121809,290.0 gram
113695,
113696,15.0 gram
113698,
113699,
121811,2.7 ton
113701,0.2 kilogram
121808,320.0 pound
121806,
113703,4.0 ounce
113705,
113707,
113708,10.4 ounce
121805,
113702,1.9 pound
113709,29.0 pound
113692,940.0 gram
113690,
113667,
113669,5.0 gram
121813,240.0 gram
113672,120.0 kilogram
121812,2.2 pound
113674,
113676,20.0 pound
113691,
113677,0.7 pound
113681,2.1 pound
113683,2.5 gram
113684,2.5 pound
113685,1.4 kilogram
113686,30.0 pound
113687,
113688,4.3 pound
113679,230.0 gram
113710,60.0 pound
113711,
113712,5.0 gram
121791,4.0 pound
113746,28.0 gram
113747,4.2 pound
113748,70.0 gram
113749,
113750,8.0 ton
113752,1600.0 gram
113742,
113753,60.0 pound
113757,
113759,
113761,260.0 gram
121789,350.0 pound
121788,
113764,4.0 gram
121786,16.0 gram
113754,
121792,11.0 pound
113741,
113737,2.0 gram
121802,
113715,
113716,0.7 kilogram
113717,
113718,16.2 gram
113719,4.0 gram
113720,
121801,
113723,
113724,
113730,300.0 pound
121797,
113731,
113734,
113736,5.0 gram
121796,
121795,1.0 gram
113768,600.0 gram
113411,74.0 gram
121869,6.3 pound
113410,
113097,450.0 gram
113098,2.5 gram
113099,128.0 gram
121932,
113100,520.0 gram
113103,5.0 gram
113104,100.0 kilogram
113096,35.0 ounce
113106,
121928,32.0 gram
113111,
113114,
113116,
113117,
121926,64.0 gram
113118,
113109,330.0 pound
113120,
113095,
113091,
113069,5.0 kilogram
113071,
121935,28.0 pound
113072,
121934,
113074,
113079,
113093,
113080,0.6 pound
121933,416.0 gram
113082,200.0 kilogram
113084,
113087,20.0 pound
113088,
113089,20.0 gram
113090,2.5 gram
113081,35.1 gram
113122,252.0 gram
113123,2.0 gram
38716,5.0 gram
69335,
69339,0.0 gram
23359,66.0 pound
28725,
60060,154.0 gram
43352,
25642,5.0 ounce
53915,624.0 gram
60069,2.0 ounce
43366,
28726,5.0 gram
27703,14.2 ounce
76763,
33764,
31456,
60142,1.2 ounce
43434,78.7 pound
66275,
38630,1.0 pound
53820,4.0 ounce
23317,
43442,
66273,
69385,0.0 gram
31429,2.0 pound
53813,
27685,
25668,
69393,418.0 gram
31417,0.0 gram
53809,
60173,11.7 ounce
79473,10.6 ounce
33773,250.0 gram
38646,
31440,10.0 gram
38648,12.0 ounce
31454,11.0 kilogram
60105,135.0 gram
43404,1.0 ounce
53863,
43408,1.0 ounce
27698,5.0 gram
60116,
66282,
31444,57.0 pound
38665,12.0 gram
53847,1.4 pound
38661,4.0 pound
60125,
53842,196.0 gram
69378,10.0 gram
60133,
53836,
53833,5.0 gram
76752,10.0 gram
23246,64.0 gram
23245,440.0 pound
38492,6.0 gram
69508,0.0 ounce
69636,
53383,
69640,3.5 ounce
53381,0.2 gram
31226,10.0 ounce
60556,
53375,620.0 gram
38291,2.0 pound
43774,360.0 gram
25781,
43790,
60578,1453.0 gram
38280,2.8 ounce
33954,
33963,
43802,0.9 kilogram
69647,
69648,
60575,
33965,12.0 gram
66076,68.0 pound
43768,15.0 ounce
43730,900.0 gram
69594,1.0 gram
23182,2.0 gram
53428,2.1 ounce
53424,5.0 ounce
33927,9.0 ounce
38339,
53419,0.5 pound
66081,113.0 gram
23176,18.2 kilogram
72704,
31263,12340.0 gram
72701,0.0 gram
43760,
60537,2.0 pound
69617,0.3 pound
76604,2.0 pound
60541,14.5 ounce
38331,15.0 gram
53351,5.0 gram
43805,64.0 gram
53343,
43852,
31193,
66034,11.0 kilogram
23124,286.0 gram
53297,44.0 pound
60639,
72680,0.0 gram
74288,
27582,
60644,
69688,7.0 ounce
43863,62.0 pound
53281,
38221,
31192,
79697,
23110,400.0 gram
43884,5.0 pound
76553,
60636,3.2 pound
76565,4.0 ounce
66042,30.0 pound
27589,112.0 pound
60605,
38259,
79665,22.5 pound
53337,
76581,9.0 ounce
60611,0.8 gram
43825,
66047,
76576,
69666,
43829,
25793,0.6 pound
28826,36.1 pound
69672,0.0 pound
27586,12.0 ounce
74285,
31204,26.0 gram
76572,
69593,450.0 gram
60049,
28816,55.0 pound
23187,38.0 ounce
33852,269.3 gram
28793,
60366,
23227,5.0 pound
66174,1.2 ounce
33860,
33870,
69534,
53585,250.0 gram
60391,1.0 pound
60393,
76658,5.0 kilogram
72735,3.5 pound
43642,382.0 gram
79578,1.0 pound
74244,404.0 gram
53543,64.0 gram
72732,
31312,
31309,6.0 gram
69528,7.0 ounce
43608,
69509,
60335,2.0 pound
72751,
43597,
53606,0.0 gram
33846,25.0 gram
69514,
25718,
66187,40.0 gram
53603,8.0 ounce
69522,
79557,1.0 gram
38484,
38483,
43606,
53593,49.0 pound
69524,2.5 kilogram
60357,1340.0 gram
69519,46517841.0 pound
43644,4.4 ounce
79584,
53534,
53472,
79605,
66138,1.0 pound
31279,8.2 ounce
38388,0.0 gram
60472,6.0 gram
28808,128.0 gram
38376,250.0 gram
27607,
38375,
33911,
79617,
69583,
28814,1.6 gram
33924,119.0 gram
28815,1.1 ounce
53445,300.0 gram
43726,
27605,4.0 pound
38397,
53475,0.4 pound
74253,1.1 kilogram
23210,
31304,
33879,
72726,
38438,
38435,
60416,
53499,
43691,750.0 gram
66150,5.2 ounce
53496,18.6 gram
69557,
23201,
53490,1.0 pound
53483,
28804,
38414,
60443,3420.0 pound
72718,
66104,28.0 gram
33984,1.0 gram
43331,
66315,
54439,
23580,2.1 ounce
54435,
31693,2.0 kilogram
54432,200.0 gram
79180,
31692,180.0 gram
33580,102.0 pound
54444,23.0 ounce
69046,4.0 gram
79188,5.0 kilogram
72945,
33585,13.5 gram
38964,
28624,4.0 gram
38958,1.3 pound
54417,
66513,
54425,
74081,
38993,0.5 kilogram
38996,
59662,2.6 ounce
54501,
39013,
66528,5.3 ounce
66527,1.8 pound
69026,400.0 gram
59666,
59671,
59689,
54465,
31701,
76926,
39006,
23586,
42940,1.0 pound
54456,66.0 pound
54455,0.8 kilogram
59684,
59674,1.4 kilogram
76934,
69065,8.0 ounce
59737,
54357,
33598,30.0 pound
38911,
43025,6.0 ounce
59801,2.0 ounce
69100,
59803,2.0 ounce
43029,
54358,40.0 gram
72928,32.0 gram
76889,
43034,6.0 gram
38897,20.0 gram
66489,0.0 gram
72926,22.0 ounce
43048,
66483,
54310,7.0 kilogram
33599,175.0 gram
38954,0.7 gram
54359,30.0 gram
59781,4.0 ounce
54400,
54393,
38949,3.4 pound
59744,3.5 ounce
59748,141.7 gram
38946,
59751,
42994,10.0 gram
43011,10.4 kilogram
43000,
66509,336.0 gram
79202,20.0 kilogram
43002,
74084,5.0 pound
33591,32.0 pound
28630,1.0 pound
23561,6.0 kilogram
59780,9.2 kilogram
33588,
31712,
39017,3.0 ounce
79156,0.0 gram
39090,24.8 gram
42829,
54595,0.0 gram
68947,
39089,
42840,200.0 gram
39083,
68952,
23641,
59571,10.0 kilogram
72981,16.0 ounce
59576,
76967,
59579,
68962,10.0 gram
68963,1.4 ounce
74058,
72975,
23636,7.7 pound
39072,60.0 gram
42826,
54608,49.0 pound
79081,
66584,
39106,1.3 pound
76984,190.0 gram
23649,
59549,138.0 gram
79090,
79091,
39099,8.0 ounce
54631,6.0 gram
42809,7.5 ounce
25482,
68936,7.7 pound
28586,2.3 kilogram
54618,
25483,1.0 pound
39100,120.0 gram
79094,
72991,1.0 pound
76963,765.0 gram
59592,15.0 gram
23634,2.9 kilogram
23620,8.3 ounce
23619,900.0 gram
66548,960.0 gram
66547,20.0 pound
59649,8.0 ounce
54527,30.0 pound
23611,
54526,
33558,
42880,
54516,1.0 gram
76942,3302.0 gram
42891,
23606,9.1 kilogram
79151,3.2 kilogram
31716,0.1 kilogram
54505,29.0 pound
59657,11.3 ounce
76943,0.0 gram
54536,5.0 gram
31722,
74064,2.0 kilogram
23633,3.5 ounce
39061,1.8 pound
31753,3.5 ounce
54568,
59601,
28595,
23630,39.7 pound
68969,0.0 gram
68971,6.0 ounce
59617,85.0 gram
31747,
68974,
74061,1.6 gram
68983,
79121,90.0 gram
42873,
23626,14.0 ounce
54540,15.8 kilogram
23625,
59821,4.8 ounce
54309,4.0 ounce
69103,11.4 kilogram
59822,312.0 gram
43202,2.0 gram
66371,24.0 gram
59979,
23426,
38769,
54103,58.0 gram
69252,
59986,250.0 gram
74125,1.0 gram
54092,16.5 kilogram
54083,6.0 ounce
79346,18.0 pound
23420,30.0 gram
69256,2.0 pound
25621,0.0 ounce
23417,
33701,3.0 gram
43230,60.0 pound
31531,
54066,5.0 ounce
66373,7.5 kilogram
69234,0.0 gram
74116,
74117,500.0 gram
31573,
66388,
38779,2.5 gram
33691,
33692,
69222,4.9 ounce
31549,2.0 gram
31554,
69229,298.0 gram
31550,3.0 gram
43185,1.0 gram
25610,
79329,128.0 gram
59972,
38773,
66379,
59971,
38758,4.0 pound
79357,1.0 pound
66358,12.0 ounce
43291,4.3 kilogram
38735,
69314,
53993,
69318,
53980,
69319,8.8 ounce
53977,
72841,40.0 pound
53973,0.0 gram
43317,
79396,
53967,2.0 ounce
69321,
23373,
33738,4.0 ounce
53955,86.5 gram
53954,10.0 gram
69320,
54014,
43277,55.0 pound
43267,
43244,
74133,
66354,130.0 gram
23409,
43247,10.0 gram
23407,8.0 ounce
69275,
69279,0.0 gram
43249,0.8 ounce
60011,37.0 pound
23405,8.1 ounce
66352,
54043,0.2 pound
79368,2.0 gram
33711,4.0 gram
69293,
69295,1.0 gram
25631,350.0 kilogram
54027,
38785,
43329,49.0 pound
66390,36.0 pound
69201,
72906,
31641,
74099,323.0 gram
25574,2.5 ounce
66453,
43097,
59881,2.0 pound
31619,
59844,
72901,400.0 gram
69145,120.0 gram
54230,
38836,
23488,4.0 ounce
69148,1.0 pound
38835,
69149,3.8 ounce
72896,
59890,
69150,
23504,
33629,3.0 gram
76884,
54306,
69107,
76883,4.0 kilogram
54297,
31651,
76881,3.5 ounce
59828,15.0 pound
23505,70.0 pound
38886,8.8 ounce
59834,1.0 gram
66468,
72914,
54274,
33624,2.5 gram
31648,0.0 pound
43076,8.0 ounce
43077,
28641,2.3 kilogram
33650,
23476,
59915,1.0 gram
69175,
38796,
33673,1.6 ounce
69187,1.0 pound
23458,3.6 ounce
43154,4.6 ounce
28668,6.0 ounce
23457,0.0 gram
79299,7.0 gram
76838,59.0 gram
23456,95.0 gram
54166,
43159,1.0 pound
23453,
69190,
59952,
76833,
54154,3.0 pound
27729,2.4 gram
79298,
54179,3.0 gram
54180,2.5 ounce
54219,
72892,
69157,18.0 gram
54211,4.0 ounce
23470,
74105,
79286,250.0 kilogram
54209,
28658,1.5 pound
23469,
43121,340.2 gram
43142,
38801,
69170,15.0 ounce
43148,
33661,51.0 pound
59936,900.0 gram
38800,
54181,
23442,
59536,15.9 pound
43885,
60657,0.7 kilogram
52229,
52228,26.0 pound
44736,
52226,10.0 ounce
22771,198.0 gram
70087,8.0 ounce
76216,
52213,6.0 gram
30874,640.0 gram
44751,22.0 gram
70105,8.4 ounce
80130,
70106,
70107,340.0 gram
44758,
37624,
44764,198.0 gram
28970,0.0 gram
61400,
52193,
30877,3.6 ounce
44725,
70079,2.3 kilogram
52283,124.0 gram
44690,
80100,
44692,9.0 pound
76234,
61350,
52266,10.0 ounce
44731,4.0 gram
65686,
44711,100.0 pound
70081,
37658,
52254,3.5 ounce
37653,399.0 gram
44716,
61372,
37649,
76230,25.0 gram
70078,1.2 pound
70108,55.0 pound
70114,240.0 gram
22742,0.9 kilogram
37585,
52155,
65631,2.0 pound
61452,
52151,411.0 gram
72482,
70145,0.0 gram
65634,
65629,6.5 ounce
70147,2.0 gram
52142,
28978,1.0 pound
70155,
22727,72.0 pound
37582,
70156,6.0 ounce
44802,51.0 pound
70146,
30858,
65640,2.0 gram
74464,31.0 gram
34258,3.0 kilogram
37616,
37609,24.0 gram
30851,32.0 ounce
52186,
65656,11.0 pound
52184,16.5 ounce
30847,0.0 gram
61445,77.0 gram
80139,120.0 gram
52180,92.1 gram
72488,
52178,44.0 pound
76205,1.8 ounce
76204,
44781,
61429,22.0 ounce
61444,199.0 gram
131286,
74438,16.0 gram
26072,3.0 gram
52290,7.0 pound
44601,
37761,6.0 gram
70039,12.0 ounce
74419,4.0 ounce
44607,75.0 gram
52393,1.3 gram
28953,20.0 gram
76288,2.3 kilogram
34212,3.0 ounce
80058,100.0 pound
37754,1.7 pound
70040,100.0 gram
74422,1.0 pound
30905,0.3 kilogram
28954,
44619,400.0 gram
44626,
44627,
44615,
80062,
28952,
44588,
37785,3.0 pound
28939,0.7 kilogram
52447,
37781,
30937,1.0 pound
70011,0.3 kilogram
22834,9.5 pound
61214,3.7 kilogram
70031,3.0 pound
52437,14.0 gram
52435,77.0 gram
70017,15.0 gram
65740,120.0 gram
52422,
61226,
61229,
52419,7.2 pound
26024,10.7 pound
22833,
26033,1.0 pound
30897,
37743,1.5 gram
44658,15.0 gram
52328,
70059,12.0 gram
52326,
37682,
37681,20.0 gram
22801,
44659,17.0 gram
80078,
44662,
70067,
76250,
52309,7.9 ounce
26067,
61328,
52304,
65694,
74437,0.0 gram
52316,2.7 pound
34229,21.0 pound
37687,26.0 pound
65707,
37742,2.7 ounce
37738,
74427,
52358,8.0 pound
30891,
26038,4.0 pound
61272,
44641,8.8 pound
37726,1.0 pound
22807,11.5 pound
44642,
27488,1.0 ounce
65714,15.0 gram
80074,8.8 ounce
26053,51.0 pound
44649,35.0 gram
52338,
70058,
52333,
74466,1.2 ounce
65628,
74467,4.7 gram
61466,30.0 pound
37432,750.0 gram
51898,
65518,
44975,
51891,5.0 gram
70261,2.0 pound
34369,1.0 ounce
51881,
51908,7.0 gram
30734,
51875,2.2 pound
29031,
22621,
44995,12.0 ounce
51870,4.0 gram
72413,913.0 gram
44996,20.0 pound
61692,45.0 pound
61673,
30726,
72418,
80263,
80242,
80243,320.0 gram
30750,1.3 kilogram
37469,71.0 pound
26167,
80249,
51929,
51926,
61653,12.0 ounce
51925,
34343,365.0 gram
70247,0.2 gram
76129,65.0 pound
70249,
44961,
22640,
51914,3.0 pound
34351,1.5 gram
72428,10.0 ounce
51863,
76120,
61697,
22603,
22602,80.0 pound
72403,850724.0 pound
34399,
72399,1.5 gram
45026,
70302,170.0 gram
26197,0.2 kilogram
37376,80.0 gram
26203,500.0 gram
45039,227.0 gram
37352,480.0 gram
34413,
22594,
45048,27.0 ounce
34414,
34417,
61762,
65460,
51838,8.0 gram
22604,
51839,
76117,250.0 gram
61700,3.5 pound
27418,
61708,8.0 ounce
30721,
37398,184.0 gram
51852,
61710,0.0 gram
26186,2.0 ounce
45006,16.0 ounce
37388,0.0 gram
27416,0.0 gram
37387,2.3 kilogram
34395,
30710,
26192,22.1 gram
45007,24.0 gram
22605,250.0 gram
45008,
51938,
61199,
22652,2.8 pound
30754,
44846,24.0 pound
44847,850.0 gram
34287,
26123,
52075,
72459,
44854,23.0 pound
65609,31.8 gram
61491,
28999,
52063,100.0 gram
37537,1.2 pound
52060,10.0 gram
30803,12.7 ounce
44860,
34297,
76173,
34299,
76177,1.0 gram
72454,500.0 gram
22709,
72465,15.0 kilogram
26118,6.0 gram
30819,
44820,
52119,37.0 pound
61467,8.0 ounce
52117,
72468,48.0 gram
37578,
44843,
61471,
70162,1.5 pound
27458,1.0 gram
44824,0.7 kilogram
61480,
65623,
76188,8910.0 gram
37565,0.0 gram
34285,42.5 gram
30817,1000.0 gram
61528,12.0 ounce
61531,
37527,16.0 pound
30772,10.0 gram
22672,
61569,51.0 pound
51986,
65575,281.0 gram
70218,10.0 kilogram
51980,
61589,
37506,2.0 pound
37491,312.0 gram
51965,
44932,
44934,1.5 pound
61603,0.0 gram
37478,0.0 gram
44941,4.0 pound
74501,
26166,434.0 gram
37480,12.0 ounce
51993,14.2 ounce
44912,
76156,
52032,30.0 gram
76168,0.0 gram
37524,3.0 kilogram
37523,3101.4 kilogram
52027,142.0 gram
34300,1.1 pound
61543,330.0 gram
26139,
22694,5.3 ounce
72452,
76161,
61544,0.6 ounce
29001,
80205,1.0 pound
70204,
70207,57.8 pound
76158,
70209,
44904,15.0 pound
51939,0.0 pound
60654,
22835,1.6 pound
61197,244.0 gram
65914,256.0 gram
25853,
44081,
53021,
44084,27.0 gram
44088,
60810,2.4 kilogram
74346,
31110,6.0 gram
31107,9.1 kilogram
32768,170.0 gram
38094,100.0 gram
44106,5.4 pound
76473,1.7 kilogram
74350,7.0 gram
52989,
34085,
69816,
60812,
52987,5.7 ounce
74345,
53034,
65925,
74337,250.0 gram
53072,6.0 ounce
28853,60.0 gram
60785,
60786,14.0 ounce
44049,
53059,6.0 kilogram
69794,1.0 pound
76492,225.0 gram
44055,2.0 ounce
53048,6.0 ounce
38118,
65920,
53042,1.0 pound
53040,4.2 ounce
65916,1.0 ounce
72639,5.0 ounce
60790,
69770,32.0 gram
52980,28.0 gram
74352,450.0 gram
52913,2.0 pound
72620,10.0 pound
44175,3.6 pound
76453,7.0 kilogram
44183,
22977,8.0 ounce
44185,44.0 kilogram
60905,
34111,20.0 gram
76449,10.0 gram
60916,3.5 ounce
31071,10.0 ounce
79859,22.0 pound
52883,18.0 gram
69851,0.0 gram
44199,135.0 gram
60919,1.0 ounce
38012,
60907,8.0 ounce
38080,
60893,800.0 gram
60886,3.2 pound
44125,
60859,
31099,10.0 pound
38063,
60874,0.7 kilogram
52950,
44138,8.2 gram
79831,30.0 pound
76456,8.8 ounce
38057,13.6 gram
44153,
25874,0.1 ounce
34102,
31093,5.0 gram
52933,326.0 gram
74355,8.0 ounce
44157,
52925,3.5 gram
28869,8.0 ounce
31133,
44027,
69765,212.0 gram
33990,
60690,15.0 gram
43910,8.0 gram
23093,
33993,2.0 pound
25819,
33996,
53198,
31172,
74308,16.0 ounce
69724,
23088,
66006,1.1 pound
60700,
27563,0.0 gram
76533,1.0 pound
53177,
38188,
23089,4.0 gram
53172,132.0 gram
23095,
53231,51.2 pound
79706,
60662,
53257,
43891,130.0 gram
53250,
31185,
74297,
60667,5.0 pound
23096,4.0 ounce
60668,
27568,3.0 ounce
43896,340.0 gram
25816,
53239,
23099,9.6 ounce
74301,20.0 gram
43903,
53233,14.0 kilogram
72671,
43959,1.0 pound
60708,8.0 ounce
34014,25.0 gram
23061,24.0 pound
34045,7.0 ounce
43985,
53127,1.3 pound
53123,11.9 pound
65945,
72652,
25837,
43983,
23050,1.6 pound
43992,
23048,4.5 ounce
38153,
44003,
23043,
38135,
38134,36.0 ounce
53088,
65942,4.4 ounce
53136,
38161,
53142,1.0 pound
43960,
76528,2.1 ounce
25825,
38182,
23079,5.0 gram
28849,510.0 gram
69733,1.4 kilogram
60725,
72657,8.0 ounce
65988,1.0 gram
43969,
27561,37.0 ounce
38168,
31153,500.0 gram
43975,198.0 gram
53146,4.0 pound
65987,8.0 ounce
60733,580.0 gram
65981,4.3 gram
72613,1.2 ounce
25889,450.0 gram
65862,1.4 pound
65859,99.0 gram
34179,
52638,
69959,
22889,
44404,7.0 gram
44411,2.7 pound
72569,9.0 gram
69960,33.0 pound
25970,150.0 kilogram
61107,2.1 pound
61108,22.6 kilogram
69963,
65771,14.0 gram
30971,
25989,1.8 gram
76330,
44443,
44445,6.7 ounce
30972,8.0 gram
37851,
44398,60.0 kilogram
61086,1.6 ounce
52714,400.0 gram
52708,
44348,
61058,11.0 pound
76372,0.7 kilogram
27515,
34176,6.9 kilogram
52684,3.3 pound
30978,
44362,8.0 pound
44367,148.0 gram
30982,34.2 ounce
44369,4.0 ounce
44370,8.0 ounce
37904,
76360,
25966,
22896,21.0 pound
74391,
44456,1.7 pound
37849,16.8 ounce
28926,97.0 gram
44511,1.0 ounce
44512,1.0 pound
37803,120.0 pound
52506,
52503,6.0 ounce
76310,2.0 pound
61180,61.0 pound
27504,538.0 gram
44508,8.2 kilogram
37800,9.0 ounce
44551,187.0 pound
22841,30.0 gram
65746,5.9 pound
74409,1.8 pound
70000,
28934,
52465,
22836,1.2 kilogram
44548,
65748,1.0 pound
34201,
44498,8.0 gram
52567,
52566,10.0 gram
44470,10.3 kilogram
44474,279.0 gram
44480,
37842,15.0 pound
74401,16.0 ounce
44483,
52547,
76324,
65766,4.0 gram
34191,
44492,50.0 gram
76321,4.0 kilogram
44493,
37833,0.0 gram
44495,14.0 gram
22855,0.0 ounce
30949,3.0 ounce
79939,1.8 ounce
44559,1.1 kilogram
44334,7.0 ounce
69939,
22950,
37989,8.0 gram
